"numericalId","key","startTime","endTime","duration","type","CodPanelista","DEVICE","SEXO","EDAD","EDADR","NSE","ZONA","B1","B2","B2#98#value","B3","B3#98#value","C1","C2","C3_1","C3_2","C3_3","C3_4","C3_5","C3_6","C3_7","C3_8","C3_9","C3_10","C3_11","C3_12","C3_13","C3_14","C3_15","C3_16","C5a","C5b","C5b#98#value","A1","A2#1","A2#2","A2#3","A2#4","O1_1","O1_2","O1_3","O1_4","O1_5","O1_6","O1_7","O1_8","O1_9","O1_10","O2_1","O2_2","O2_3","O2_4","O2_5","O2_6","O2_7","O2_8","O2_9","O2_10","O2_11","O2_12","O2_13","O2_14","O3_1","O3_2","O3_3","O3_4","O3_5","O3_6","O3_7","O3_8","O3_9","O3_10","O4_1","O4_2","O4_3","O4_4","O4_5","O4_6","O4_7","O4_8","O4_9","O4_10","O4_11","O4_12","O5","E2","E3","E4","S5#1","S5#2","S5#3","S5#4","S5#5","S5#6","S5#7","S5#8","S5#9","S5#10","S5#11","S5#12","S5#13","S5#14","S5#15","S5#16","S5#17","S5#18","S5#99","T6#1","T6#2","T6#5","T6#6","T6#7","T6#8","T6#9","T6#11","T6#12","T6#14","T6#15","T6#99","M4","M5","M6","M6b_T","M6b_T#1#value","M7","M8","M9","M10","M11_1","M11_2","M11_3","M11_4","M11_5","M11_6","M11_7","M11_8","M12_1","M12_2","M12_3","M12_4","M12_5","M12_6","M13#1","M13#2","M13#3","M13#4","M13#5","M13#6","M13#7","M13#99","M14","M15","M16_1","M16_2","M16_3","M16_4","M16_5","M16_6","M16_7","M16_8","M16_9","M16R_1","M16R_2","M17","M18_1","M18_2","M18_3","M18_4","M18_5","M18_6","M18_7","M18_8","NSE_RECOD","C3_1_RECOD","C3_2_RECOD","C3_3_RECOD","C3_4_RECOD","C3_5_RECOD","C3_6_RECOD","C3_7_RECOD","C3_8_RECOD","C3_9_RECOD","C3_10_RECOD","C3_11_RECOD","C3_12_RECOD","C3_13_RECOD","C3_14_RECOD","C3_15_REOD","C3_16_RECOD","O4_1_RECOD","O4_2_RECOD","O4_3_RECOD","O4_4_RECOD","O4_5_RECOD","O4_6_RECOD","O4_7_RECOD","O4_8_RECOD","O4_9_RECOD","O4_10_RECOD","O4_11_RECOD","O4_12_RECOD","NSE_sint","educ_recod","ZM12_4","ZM12_6","dieta_dummy","femenino_dummy","clase_alta_dummy","clase_media_dummy","clase_baja_dummy","deuda","MR1","MR2","MR3","MR4","MR5","MR6","PA1","PA2","Consumo_Critico","Eficiencia_Hogar","Planificacion","Facilidad_reciclaje","Percep_responsabilidad","situacion_financiera.x","situacion_financiera.y"
548451136,"0af4a501-3c9e-464d-92b7-5a4cee318eea",2023-07-18 14:54:31,2023-07-18 15:11:01,989,"complete","2502bbf0dc31d562",1,1,57,6,2,13,1,NA,".",3,NA,5,3,4,2,4,4,1,2,2,3,2,3,3,3,4,3,2,3,1,NA,".",1,1,0,1,0,3,4,2,3,3,2,3,3,3,4,5,4,4,5,3,4,3,4,3,4,3,4,3,5,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,2,4,2,4,4,2,2,"Problema global a nivel de todo el planeta",5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,8,2,1,NA,".",8,5,1,1,1,2,1,1,2,2,2,2,1,2,90,1600,3,600,0,1,0,0,0,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5000,25000,0,0,350000,50000,15000,150000,1,3,1,3,3,1,1,1,2,1,2,2,2,3,2,1,2,3,2,2,2,2,3,1,3,1,1,3,3,1,3,1.19135540853385,3.67351435975493,0,0,1,0,0,0,0.357584513349754,0.0274337350463917,0.281985397978231,-0.124001278550001,0.0976953159574697,-0.0411197874003403,-0.0389459079421297,-0.248903300850883,0.185578997804566,0.0302560170136351,0.0945998715840737,0.125469948422662,0.104967337690035,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548451206,"fae0e120-43ec-49e6-bd59-8c2189395f65",2023-07-18 14:54:47,2023-07-18 15:10:09,921,"complete","f0ad928b81341f08",1,1,63,6,2,7,1,NA,".",98,"hE PENSADO Y LO HAGO COMER MENOS",1,3,4,3,3,5,4,2,2,3,4,3,4,2,4,2,3,2,3,3,NA,4,1,1,1,1,2,3,5,2,5,5,3,3,5,3,5,5,5,5,5,5,3,5,3,3,3,3,5,5,3,3,3,3,2,4,4,1,3,5,1,4,2,4,2,2,4,2,2,4,4,3,"Caspitalismo",5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,10,1,1,NA,".",8,5,3,2,2,2,2,2,1,1,2,1,1,3,300,5000,3,200,0,1,1,0,0,0,1,0,150000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25000,30000,2e+05,30000,350000,30000,1e+05,10000,1,3,2,2,3,3,1,1,2,3,2,3,1,3,1,2,1,3,1,3,1,3,3,1,3,3,1,1,2,1,5,4.42853070097576,0.933396058999251,0,0,1,0,0,1,0.503183678176706,0.925651601349609,0.765555302297771,0.315031704344783,0.507957077887988,0.490918288397526,-0.11857699071593,-0.213061051510445,0.230182098058806,0.785945326052063,0.414918823435958,0.368297465296685,0.448031012282898,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548451304,"281e994e-cf63-4cb8-a03f-fac039a55673",2023-07-18 14:55:14,2023-07-18 15:09:55,880,"complete","183276078bc9aa5c",3,2,31,3,5,13,1,NA,".",1,NA,4,3,5,4,5,5,4,3,1,4,1,4,4,4,4,3,3,2,4,NA,".",5,1,0,0,0,3,1,5,2,2,1,4,2,5,5,4,5,3,5,3,1,1,5,4,2,1,2,2,3,3,1,1,3,3,4,2,1,1,4,2,4,3,5,4,5,4,2,3,4,2,3,"Un com!n de gente comprando cosas",2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,7,4,1,NA,".",3,NA,1,1,1,2,1,2,2,1,2,1,2,1,5,5,5,18,0,0,0,0,0,1,0,0,150000,2,NA,NA,NA,1,NA,2,NA,NA,NA,4,6,5,18000,50000,20000,60000,120000,10000,30000,15000,2,3,3,3,3,3,2,1,3,1,3,3,3,3,2,2,1,3,1,2,1,1,1,1,3,2,1,3,2,3,4,-0.327260647773453,-0.313357767844583,0,1,0,1,0,1,-0.606865435919956,-0.147605569190082,-0.0557617783609384,0.299342686752197,0.0115666749111583,0.0424519834075581,-0.125482004064907,0.244293376737577,-0.581562248769802,-0.0914637791689223,0.490417130068725,-0.0262091889474339,-0.156262205240753,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548451551,"ab53d629-5e4a-457b-958d-3b8cdc5573a4",2023-07-18 14:56:36,2023-07-18 15:17:30,1253,"complete","6a9f36f2a6caa0a6",3,2,27,3,7,13,1,NA,".",1,NA,3,5,4,3,3,5,4,5,1,4,2,4,3,3,3,3,5,5,3,1,NA,2,0,0,1,0,5,1,5,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,2,1,3,1,1,4,5,5,1,4,1,3,5,1,3,"Gente conssumista",1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,2,1,"15",2,3,4,3,2,2,1,2,2,2,1,1,0,1,999,9999,1,10,0,0,0,0,0,1,0,0,100,1,NA,NA,NA,1,2,NA,NA,NA,NA,4,5,3,15,15,45,10,250,50,15,0,3,3,2,2,3,3,3,1,3,1,3,2,2,2,2,3,3,3,3,1,1,1,3,1,3,2,1,3,2,5,2,9.1881304912455,-0.368160133859696,0,1,0,0,1,1,1.56936069288036,1.33537957875075,-0.317904493225343,0.72862163203408,0.69191983850641,0.555215946532451,-0.326830558548856,-0.287213988841405,1.76476960169491,1.11803964780708,0.731992957810992,-0.150821120370436,0.717207541298103,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548451574,"bb0b7244-da24-4f58-92f1-4b8dc09e78c1",2023-07-18 14:56:49,2023-07-18 15:18:08,1278,"complete","fd3dd8f45d0ad185",3,1,51,5,1,5,1,NA,".",1,NA,1,3,4,3,5,4,2,2,4,3,2,3,3,4,4,2,5,2,1,NA,".",1,1,0,0,0,2,3,5,2,3,1,3,4,3,4,4,5,4,5,5,4,4,4,3,3,3,3,2,5,4,1,2,4,2,5,4,1,2,3,1,2,4,2,4,3,2,2,2,4,2,3,"Son los bienes o insumos que el marketing te empuja a usarlos, lo necesites o no",NA,NA,NA,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,10,1,1,NA,".",8,5,6,1,1,2,1,2,1,2,2,2,1,2,120,80,2,50,1,1,0,1,0,0,1,0,1200000,3,1,NA,NA,2,NA,NA,NA,NA,NA,1,4,4,20000,NA,120000,50000,6e+05,120000,40000,60000,1,3,2,3,3,1,1,3,2,1,2,2,3,3,1,3,1,3,3,1,3,1,2,3,3,3,1,3,2,1,5,-0.255852369263705,-0.0941483037841284,0,0,1,0,0,1,0.091792763397519,0.288725702526757,-0.229945029812976,-0.0535882361514789,0.223403302314147,-0.0134567778081099,0.673141287107491,0.00072883003938786,0.362025425236758,0.296169716341464,0.159152841197727,-0.108800639165745,0.262520796365195,"Sin datos","Sin datos"
548451617,"ab647c82-ed37-4e2b-b72f-239b81b3a04c",2023-07-18 14:57:02,2023-07-18 15:11:59,896,"complete","c61a80531350a4f8",3,1,47,5,6,2,1,NA,".",1,NA,3,3,4,4,4,5,3,4,4,5,3,3,4,4,3,3,3,3,1,NA,".",6,1,1,1,1,3,2,5,3,2,1,4,3,3,4,4,4,4,4,4,2,3,4,4,4,2,2,4,4,4,3,2,4,3,3,3,2,2,3,1,5,5,5,5,4,3,2,3,3,3,2,"Manipulaci!n",2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,5,5,1,NA,".",2,NA,6,1,1,2,1,2,1,2,2,2,1,1,72,80,5,3,1,0,0,0,0,1,0,0,3e+05,3,NA,NA,1,2,NA,NA,NA,NA,NA,3,4,4,20000,35000,40000,0,3e+05,1e+05,80000,50000,3,3,3,3,3,2,3,3,3,2,2,3,3,2,2,2,2,3,1,1,1,1,1,2,3,2,2,2,3,4,2,-0.255852369263705,-0.416112204122921,0,0,0,0,1,1,0.349071147752444,-0.124256069858812,-1.26024696691202,0.188016196223397,0.0841370444924326,0.109587075556811,0.924035814967495,0.414854676977617,0.169478334235809,-0.0771736297286727,0.127415407723989,-0.62628287894853,0.209635476874268,"Déficit (Gasta más)","Déficit (Gasta más)"
548451985,"0df5883b-d04b-46dd-a68e-279e51b00b8c",2023-07-18 14:59:18,2023-07-18 15:19:23,1204,"complete","3675802b8d3da922",3,1,70,7,2,13,1,NA,".",1,NA,5,NA,2,3,4,5,3,4,2,4,1,3,3,3,4,2,2,3,3,3,NA,2,1,1,0,0,3,3,1,1,3,2,4,3,5,5,5,5,5,5,3,4,4,4,4,5,4,4,2,5,4,3,2,4,2,4,4,1,2,3,2,2,1,4,1,2,5,2,3,4,3,2,"La que busca y privilegia el consumo como fuente de satisfacci!n",4,3,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,9,NA,1,NA,".",8,NA,3,1,1,2,1,2,2,2,2,1,1,1,75,75,2,50,0,1,0,0,0,0,1,0,6e+05,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15000,18000,50000,20000,250000,30000,25000,25000,1,1,2,3,3,2,3,1,3,1,2,2,2,3,1,1,2,3,3,3,1,3,3,1,3,2,1,2,3,1,5,-0.260612921164355,-0.0941483037841284,0,0,1,0,0,1,0.493115632761763,0.513735222804903,1.71356616711205,-0.0550397282158495,0.347865943519333,0.198082171997988,-0.231905635728589,-0.133958809970168,0.712007299152036,0.417376078171458,0.486603941661398,0.845593207163802,0.308535450237226,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548452140,"5460f339-340a-4cac-9854-d4dc1e3e4ea2",2023-07-18 15:00:01,2023-07-18 15:18:02,1079,"complete","21f336a051217190",3,1,48,5,2,16,1,NA,".",1,NA,5,6,4,2,4,4,3,2,4,4,2,3,3,4,2,3,4,2,1,NA,".",1,0,1,0,0,3,3,3,3,3,1,3,3,3,2,4,5,4,5,4,1,3,3,2,2,1,3,3,3,2,2,1,2,1,3,3,1,1,5,1,2,5,5,5,5,5,1,5,4,2,2,"Generaci!n de basura",5,5,NA,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,10,1,1,NA,".",8,1,8,1,1,2,1,1,1,1,2,1,1,2,100,400,4,10,0,1,1,0,0,1,1,0,7e+05,1,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,2,20000,35000,1e+05,50000,2e+05,1e+05,30000,1e+05,1,3,1,3,3,2,1,3,3,1,2,2,3,1,2,3,1,3,3,1,1,1,1,1,3,1,1,3,3,1,5,0.0488229523778864,-0.368160133859696,0,0,1,0,0,1,-0.634572681165435,-0.0852032951065904,-0.984683676585319,-0.124362737100794,0.399632011352778,0.100060032878634,0.745354408404594,-0.0017568670972249,-0.711650005712637,0.0290190025873447,-0.56467148745801,-0.4828579561844,0.559114258027313,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548452320,"39ef9797-6276-4786-b4e8-af3fa26b9450",2023-07-18 15:01:02,2023-07-18 15:16:59,957,"complete","d60d96adf146f6f0",3,1,46,5,6,7,1,NA,".",1,NA,5,3,3,3,5,4,3,1,4,3,1,3,3,4,4,3,4,3,1,NA,".",5,0,1,0,0,3,1,3,1,3,1,3,1,3,3,4,3,4,4,3,3,2,1,3,2,1,3,3,4,4,1,3,4,2,3,3,1,2,4,4,4,3,3,3,3,4,1,2,3,1,2,"Son las personas que est! dirigido el producto",2,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,6,4,1,NA,".",7,NA,5,1,1,1,1,2,2,2,2,1,1,2,25,36,3,53,0,0,0,0,0,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,4,40000,30000,20000,8000,60000,80000,36600,0,3,2,2,3,3,2,1,3,2,1,2,2,3,3,2,3,2,1,1,2,2,2,2,1,3,3,2,3,3,4,3,-0.297745225989424,-0.0735974165284609,0,0,0,0,1,0,-0.255836027088623,-0.635828834149335,0.188240058121279,-0.254514168851565,-0.194260402205069,-0.126983639400504,0.618052706096182,-0.00676269290388407,-0.285565354306653,-0.561888764676927,-0.727807207672079,0.0831078902915117,-0.130601454018653,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548452362,"a396881f-f2dc-4679-934c-f0a33d9bec9e",2023-07-18 15:01:18,2023-07-18 15:19:58,1119,"complete","3f86b9dcdf1c4a4c",3,1,76,7,3,13,1,NA,".",3,NA,4,4,4,1,1,3,3,2,2,3,1,1,3,4,4,2,3,1,1,NA,".",1,1,0,0,0,3,3,5,3,1,1,2,2,3,5,5,5,5,2,5,5,5,5,4,5,2,2,3,5,5,3,2,5,3,5,2,1,2,5,5,3,4,5,4,2,1,3,3,4,3,1,"Consumir por consumir sin medir consecuencias personales y sociales",2,1,NA,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,9,2,2,1,"71",9,NA,3,1,1,2,1,2,2,2,2,2,0,1,30,5000,1,500,1,1,0,0,0,1,1,0,2e+05,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5000,8000,0,0,120000,10000,3000,30000,1,3,1,1,2,2,1,1,2,1,1,2,3,3,1,2,1,1,2,1,1,1,3,3,2,2,1,2,3,2,5,4.42853070097576,2.98848478456601,0,0,1,0,0,1,0.174646686098593,0.504845842233692,-0.349227362366046,0.108278438843684,-0.195526475034584,-0.233567844106457,-0.0637988555455539,-0.610282453947587,0.134605971497866,0.390061869300358,0.741417624659487,-0.181053574366552,-0.472253611520137,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548452530,"680e562b-2279-4655-b463-4b908ff606d2",2023-07-18 15:02:17,2023-07-18 15:22:31,1214,"complete","39d2167f791c3582",3,1,69,7,3,15,1,NA,".",1,NA,1,5,4,2,4,4,2,4,4,4,2,1,3,4,4,3,3,3,3,1,NA,1,0,0,1,0,2,3,4,3,3,1,4,3,5,5,5,5,4,5,4,4,4,5,4,4,4,4,4,5,4,3,3,4,3,4,4,3,2,4,3,2,2,3,2,2,2,2,2,3,4,2,"Que estamos conectados a las ofertas de diferentes productos y servicios, dependiendo de nuestras necesidades",3,NA,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,10,1,1,NA,".",8,1,10,1,1,2,1,2,2,2,1,2,1,2,144,200,3,7,1,1,0,0,1,0,1,0,3e+05,1,NA,NA,2,1,NA,NA,NA,NA,NA,4,3,3,15000,25000,60000,0,5e+05,150000,80000,50000,1,3,1,3,3,1,3,3,3,1,1,2,3,3,2,2,2,2,3,3,2,3,3,3,3,3,2,1,3,2,5,-0.141599123648108,-0.388711021115364,0,0,1,0,0,1,0.900083268662232,0.377860230502005,0.928768115031977,0.320925410713814,0.0327363471045097,0.315451186333151,0.745354408404594,-0.0017568670972249,0.7852173744082,0.441656674930811,0.838682317711838,0.458340043277028,-0.0223095614850529,"Déficit (Gasta más)","Déficit (Gasta más)"
548452769,"43af6b08-ddab-44a9-a821-a4108af24d93",2023-07-18 15:03:36,2023-07-18 15:35:37,1920,"complete","b85c979cd7f86d5c",1,1,77,7,1,5,1,NA,".",1,NA,2,6,4,4,4,5,3,3,4,4,3,4,4,4,3,1,3,4,3,1,NA,1,1,1,0,0,3,5,3,3,1,1,3,2,3,2,5,2,3,5,2,3,4,3,4,4,3,1,4,5,3,2,2,3,1,2,3,2,1,3,2,3,5,3,5,4,4,2,3,3,2,2,"Me parece estupendo, siem pre que el consumidor est! informado y protegido de los abusos.",3,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,1,1,NA,".",9,1,10,3,1,2,1,2,2,2,2,2,2,2,99,40,4,999,0,0,0,0,0,0,1,0,9e+05,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,40000,1,3e+05,1,30000,1e+05,1,3,3,3,3,2,2,3,3,2,3,3,3,2,1,2,3,3,2,1,2,1,1,1,3,2,2,3,3,1,5,-0.293936784468904,6.40678236475872,0,0,1,0,0,1,0.0383979914119638,-0.444232310304143,-1.05636267035558,-0.0559436556629961,-0.198352368200868,-0.300075196887979,0.734129091158817,0.196778392222485,-0.205235914634626,-0.441980794758584,-0.389590873509956,-0.533140936617948,-0.0962376511342821,"Déficit (Gasta más)","Déficit (Gasta más)"
548452973,"cd2b950e-2871-43a6-a01c-83b7dd19a7eb",2023-07-18 15:04:39,2023-07-18 15:21:09,989,"complete","178b4817c341d398",1,1,66,7,1,5,1,NA,".",3,NA,5,1,2,4,3,4,2,3,2,2,1,2,2,2,4,1,2,1,3,3,NA,4,0,1,1,0,2,5,1,2,1,1,3,1,4,5,5,5,4,5,5,3,4,5,5,5,3,4,4,5,4,2,1,4,1,4,4,1,1,4,2,5,5,4,5,2,4,2,2,5,3,2,"Aquella situaci!n en que las personas compran (consumen) de manera compulsiva, sin tener necesidad muchas veces de las cosas que compran o consumen",5,3,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,10,5,1,NA,".",8,5,5,1,1,2,1,2,2,1,2,1,2,3,124,124,1,250,0,1,0,0,0,0,1,0,1e+06,2,1,NA,NA,NA,NA,NA,2,NA,NA,1,7,2,40000,45000,350000,20000,3e+05,50000,80000,10000,1,1,3,2,3,1,2,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,3,1,3,3,1,2,3,1,5,-0.213959512537986,1.27591084659371,0,0,1,0,0,1,0.29510317849263,0.851895968529771,-1.28489070027782,-0.201214696009409,0.262449395383607,-0.0205010998193171,-0.646678220452281,-0.698316698320064,0.63618769818156,0.854968117514772,1.04329463800624,-0.656495497837243,0.0967498496449695,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548454026,"3f3326e5-5159-4364-825c-a874002d10e2",2023-07-18 15:10:13,2023-07-18 15:18:08,474,"complete","821a7b386aa7bb12",3,1,38,4,5,8,1,NA,".",1,NA,4,3,3,3,3,3,3,2,2,2,1,2,2,3,2,1,1,4,2,NA,".",1,0,1,0,0,3,3,3,1,3,3,4,3,4,5,4,4,4,5,4,3,4,3,2,4,3,4,3,4,3,4,4,3,3,3,4,3,3,4,2,3,3,4,2,3,4,2,2,4,4,3,"Comprar mucho",2,1,4,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,5,1,1,NA,".",1,NA,5,1,2,2,1,2,2,2,2,1,1,1,80,90,2,10,1,1,0,1,0,1,0,0,2e+05,3,NA,NA,2,NA,NA,NA,NA,NA,1,9,3,2,10000,10000,60000,10000,2e+05,50000,15000,50000,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,3,3,2,2,1,3,2,1,3,3,1,1,2,3,2,-0.246331265462405,-0.368160133859696,0,0,0,1,0,1,0.715555563521617,-0.163664661813825,0.48228843575541,0.00392264724866021,-0.00527953763162531,0.243570408219167,-0.413935964130756,-0.667590701342191,0.450653086823843,-0.11671315187813,-0.0768194324980092,0.232513231758984,-0.0275408323265777,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548454051,"4f1b1104-a577-43b6-a7f3-698a0dbca168",2023-07-18 15:10:21,2023-07-18 15:33:10,1369,"complete","037364abb1a5ccbb",3,2,29,3,3,13,1,NA,".",1,NA,1,1,4,4,3,3,2,1,4,4,2,2,2,5,4,2,2,3,1,NA,".",5,1,0,0,0,3,1,3,1,1,1,3,2,3,1,1,5,3,5,1,1,1,3,1,1,2,1,1,3,1,3,1,1,1,1,1,1,1,2,1,3,5,4,2,5,5,5,3,4,3,3,"La necesidad de adquirir",5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,4,1,NA,".",7,NA,5,1,1,2,1,2,1,2,2,1,0,2,50,20,2,50,0,1,0,1,0,0,1,0,700,2,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,2,9000,12000,0,30000,1e+05,50000,40000,60000,1,3,3,2,2,1,1,3,3,1,1,1,3,3,1,1,2,3,2,1,1,3,1,1,1,2,1,2,2,2,3,-0.312978992071503,-0.0941483037841284,0,1,1,0,0,1,-1.1095693077642,-0.964720971540458,-0.383880279482884,-0.367200855131047,-0.424975535470665,-0.636958094327911,0.916650926570912,-0.260469253361225,-1.0777960901761,-1.02884546520403,-1.03388597046336,-0.171087285299113,-0.553130004026465,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548454236,"49242372-a0c7-434b-abfb-bb4438b634f8",2023-07-18 15:11:12,2023-07-18 17:44:09,1888,"complete","d24d5d83c746acda",3,1,51,5,4,13,1,NA,".",3,NA,1,1,3,3,4,5,1,3,2,4,1,3,4,2,3,2,2,1,3,1,NA,1,0,1,0,0,3,1,4,2,3,2,4,2,4,4,5,5,4,5,3,2,4,3,3,4,3,4,3,5,4,3,3,4,3,5,4,2,1,5,2,3,4,3,4,2,5,2,2,4,2,2,"Gente abarrotada",3,1,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,1,1,NA,".",7,1,5,3,1,2,1,2,1,1,2,1,1,1,80,80,1,80,0,1,1,0,0,1,1,0,120000,1,NA,1,2,NA,NA,NA,NA,NA,NA,2,3,4,15000,25000,1e+05,50000,2e+05,1e+05,36000,50000,2,2,2,3,3,1,2,1,3,1,2,3,1,2,1,1,1,3,2,1,2,1,3,1,3,3,1,3,3,2,5,-0.255852369263705,0.111360568772547,0,0,0,1,0,1,0.555974869808772,0.139273375983094,-0.297869953833529,0.1668925556993,0.142956043173339,0.397733629275125,-0.428487659273497,0.034361196827479,0.506046590405439,0.188585784488135,-0.0521068518986988,-0.149964468716714,0.121771477771333,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548454615,"ee5edbc3-a15e-4fef-af9a-4f0e371b80d9",2023-07-18 15:12:45,2023-07-18 15:24:32,707,"complete","b63394fc8686b30f",1,2,35,4,2,13,4,2,NA,NA,".",1,1,4,2,4,4,4,2,1,4,3,2,3,3,3,3,2,3,1,NA,".",4,1,0,0,0,3,3,4,3,3,1,4,3,5,4,5,5,4,4,4,3,4,4,4,5,3,3,3,2,3,2,3,3,2,4,3,2,2,4,2,2,4,3,4,4,3,2,2,4,4,2,"Que prioriza el consumo al ahorro.",5,2,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,9,1,1,NA,".",8,5,9,1,2,2,1,2,2,1,2,1,0,2,80,90,0,200,1,1,0,1,1,1,1,0,6e+05,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,6000,15000,12000,10000,2e+05,60000,20000,80000,1,3,1,3,3,3,1,1,3,2,1,2,2,2,2,1,2,3,3,1,2,1,1,2,3,3,1,1,3,1,5,-0.246331265462405,0.933396058999251,1,1,1,0,0,1,0.42531532947164,0.076614029408372,-0.238332420096073,0.40460294738866,0.119480435308709,0.295369537677489,-0.193094936366134,-0.128708288616937,0.190308726016696,0.192732870947136,0.216768372036825,-0.115291997523227,0.0919995075233942,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548454663,"7a7419e3-2040-4188-99f2-c3a5ad400026",2023-07-18 15:12:54,2023-07-18 16:44:26,1807,"complete","0c29a68cf25f890d",1,2,62,6,3,13,1,NA,".",1,NA,4,3,1,4,4,4,4,2,2,2,1,4,3,2,4,1,2,3,1,NA,".",2,0,1,0,0,3,5,3,2,3,1,4,1,4,2,5,1,4,5,3,5,4,5,3,3,3,3,4,5,5,2,1,5,1,4,2,1,2,5,1,5,5,4,1,1,5,1,5,5,2,2,"es la que se preocupa solo de comprar cosas y consumir, son de mentalidad que todo es desechable",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,9,2,1,NA,".",6,NA,4,1,1,2,1,2,2,2,2,2,1,2,98,98,3,150,1,1,1,0,0,0,1,0,3e+05,3,NA,NA,NA,NA,NA,NA,2,1,NA,8,7,2,6000,35000,45000,35000,150000,60000,35000,25000,1,1,3,3,3,3,1,1,1,1,3,2,1,3,1,1,2,3,1,1,1,3,3,1,3,1,1,3,3,2,5,-0.238714382421366,0.590881271404791,0,1,1,0,0,1,0.0533179563309713,0.128261973355472,-0.221404302361408,0.0199125024915026,0.597475191771353,0.40259806190675,-0.597116744961956,-0.417460527898607,0.276254702280057,-0.124814747406185,0.0627264176183981,-0.0671771510384869,0.559567507776177,"Sin datos","Sin datos"
